agent,task_id,label,prompt_matches
openai_cua_2025,827,Failure,true
openai_cua_2025,839,Failure,true
openai_cua_2025,850,Failure,true
openai_cua_2025,854,Success,true
openai_cua_2025,856,Success,true
openai_cua_2025,860,Success,true
openai_cua_2025,861,Success,true
openai_cua_2025,873,Failure,true
openai_cua_2025,875,Failure,true
openai_cua_2025,883,Success,true
openai_cua_2025,885,Failure,true
openai_cua_2025,890,Success,true
openai_cua_2025,895,Success,true
openai_cua_2025,897,Success,true
openai_cua_2025,905,Success,true
openai_cua_2025,913,Failure,true
openai_cua_2025,916,Success,true
openai_cua_2025,919,Failure,true
openai_cua_2025,927,Success,true
openai_cua_2025,943,Success,true
openai_cua_2025,945,Success,true
openai_cua_2025,948,Failure,true
openai_cua_2025,953,Failure,true
openai_cua_2025,958,Success,true
openai_cua_2025,960,Success,true
openai_cua_2025,977,Success,true
openai_cua_2025,980,Success,true
openai_cua_2025,981,Success,true
openai_cua_2025,992,Success,true
openai_cua_2025,995,Failure,true
openai_cua_2025,1015,Failure,true
openai_cua_2025,1017,Success,true
openai_cua_2025,1021,Success,true
openai_cua_2025,1033,Success,true
openai_cua_2025,1041,Success,true
openai_cua_2025,1043,Failure,true
openai_cua_2025,1050,Failure,true
openai_cua_2025,1052,Success,true
openai_cua_2025,1053,Success,true
openai_cua_2025,1057,Success,true
openai_cua_2025,1063,Success,true
openai_cua_2025,1084,Success,true
openai_cua_2025,1087,Success,true
openai_cua_2025,1094,Failure,true
openai_cua_2025,1096,Success,true
openai_cua_2025,1106,Success,true
openai_cua_2025,1107,Success,true
openai_cua_2025,1109,Success,true
openai_cua_2025,1110,Success,true
openai_cua_2025,1126,Success,true
openai_cua_2025,1134,Success,true
openai_cua_2025,1144,Success,true
openai_cua_2025,1147,Success,true
openai_cua_2025,1154,Success,true
openai_cua_2025,1166,Success,true
openai_cua_2025,1197,Success,true
openai_cua_2025,1198,Success,true
openai_cua_2025,1210,Success,true
openai_cua_2025,1212,Failure,true
openai_cua_2025,1224,Failure,true
openai_cua_2025,1230,Success,true
openai_cua_2025,1231,Success,true
openai_cua_2025,1233,Success,true
openai_cua_2025,1236,Success,true
openai_cua_2025,1240,Success,true
openai_cua_2025,1241,Success,true
openai_cua_2025,1245,Success,true
openai_cua_2025,1246,Success,true
openai_cua_2025,1254,Success,true
openai_cua_2025,1257,Success,true
openai_cua_2025,1259,Failure,true
openai_cua_2025,1270,Success,true
openai_cua_2025,1307,Success,true
openai_cua_2025,1321,Success,true
openai_cua_2025,1324,Success,true
openai_cua_2025,1356,Failure,true
openai_cua_2025,1359,Failure,true
openai_cua_2025,1360,Failure,true
openai_cua_2025,1364,Failure,true
openai_cua_2025,1365,Failure,true
openai_cua_2025,1369,Failure,true
openai_cua_2025,1377,Success,true
openai_cua_2025,1392,Success,true
openai_cua_2025,1395,Failure,true
openai_cua_2025,1400,Failure,true
openai_cua_2025,1407,Success,true
openai_cua_2025,1413,Success,true
openai_cua_2025,1416,Success,true
openai_cua_2025,1417,Success,true
openai_cua_2025,1428,Success,true
openai_cua_2025,1438,Success,true
openai_cua_2025,1448,Success,true
openai_cua_2025,1456,Failure,true
openai_cua_2025,1464,Failure,true
openai_cua_2025,1466,Failure,true
openai_cua_2025,1468,Failure,true
openai_cua_2025,1469,Failure,true
openai_cua_2025,1470,Failure,true
openai_cua_2025,1472,Failure,true
openai_cua_2025,1478,Success,true
openai_cua_2025,1491,Failure,true
openai_cua_2025,1503,Success,true
openai_cua_2025,1504,Failure,true
openai_cua_2025,1522,Failure,true
openai_cua_2025,1520,Success,true
openai_cua_2025,1525,Failure,true
openai_cua_2025,1528,Success,true
openai_cua_2025,1539,Success,true
openai_cua_2025,1545,Success,true
openai_cua_2025,1546,Success,true
openai_cua_2025,1550,Success,true
openai_cua_2025,1551,Success,true
openai_cua_2025,1553,Success,true
openai_cua_2025,1555,Success,true
openai_cua_2025,1566,Success,true
openai_cua_2025,1573,Failure,true
openai_cua_2025,1586,Success,true
openai_cua_2025,1591,Success,true
openai_cua_2025,1601,Success,true
openai_cua_2025,1605,Failure,true
openai_cua_2025,1609,Success,true
openai_cua_2025,1625,Success,true
openai_cua_2025,1635,Success,true
openai_cua_2025,1640,Failure,true
openai_cua_2025,1642,Failure,true
openai_cua_2025,1644,Failure,true
openai_cua_2025,1658,Failure,true
openai_cua_2025,1661,Success,true
openai_cua_2025,1662,Failure,true
openai_cua_2025,1669,Failure,true
openai_cua_2025,1671,Failure,true
openai_cua_2025,1676,Success,true
openai_cua_2025,1690,Failure,true
openai_cua_2025,1692,Success,true
openai_cua_2025,1698,Failure,true
openai_cua_2025,1704,Success,true
openai_cua_2025,1705,Failure,true
openai_cua_2025,1713,Failure,true
openai_cua_2025,1723,Success,true
openai_cua_2025,1729,Failure,true
openai_cua_2025,1732,Failure,true
openai_cua_2025,1745,Success,true
openai_cua_2025,1750,Success,true
openai_cua_2025,1761,Failure,true
openai_cua_2025,1765,Success,true
openai_cua_2025,1768,Success,true
openai_cua_2025,1769,Success,true
openai_cua_2025,1774,Failure,true
openai_cua_2025,1778,Success,true
openai_cua_2025,1780,Success,true
openai_cua_2025,1784,Success,true
openai_cua_2025,1785,Success,true
openai_cua_2025,1792,Success,true
openai_cua_2025,1798,Success,true
openai_cua_2025,1801,Success,true
openai_cua_2025,1813,Success,true
openai_cua_2025,1816,Success,true
openai_cua_2025,1819,Success,true
openai_cua_2025,1828,Success,true
openai_cua_2025,1829,Success,true
openai_cua_2025,1832,Failure,true
openai_cua_2025,1836,Failure,true
openai_cua_2025,1843,Success,true
openai_cua_2025,1848,Success,true
openai_cua_2025,1853,Success,true
openai_cua_2025,1858,Failure,true
openai_cua_2025,1860,Success,true
openai_cua_2025,1861,Success,true
openai_cua_2025,1868,Failure,true
openai_cua_2025,1873,Success,true
openai_cua_2025,1883,Success,true
openai_cua_2025,1885,Success,true
openai_cua_2025,1888,Success,true
openai_cua_2025,1890,Success,true
openai_cua_2025,1892,Success,true
openai_cua_2025,1897,Success,true
openai_cua_2025,1911,Failure,true
openai_cua_2025,1914,Success,true
openai_cua_2025,1915,Success,true
openai_cua_2025,1917,Success,true
openai_cua_2025,1924,Success,true
openai_cua_2025,1930,Success,true
openai_cua_2025,1931,Success,true
openai_cua_2025,1938,Failure,true
openai_cua_2025,1939,Success,true
openai_cua_2025,1942,Success,true
openai_cua_2025,1951,Failure,true
openai_cua_2025,1966,Success,true
openai_cua_2025,1968,Success,true
openai_cua_2025,1969,Success,true
openai_cua_2025,1974,Failure,true
openai_cua_2025,2021,Success,true
rtrvr_2025,2,Success,true
rtrvr_2025,19,Success,true
rtrvr_2025,20,Failure,true
rtrvr_2025,22,Success,true
rtrvr_2025,33,Success,true
rtrvr_2025,35,Success,true
rtrvr_2025,51,Success,true
rtrvr_2025,56,Failure,true
rtrvr_2025,63,Success,true
rtrvr_2025,67,Success,true
rtrvr_2025,73,Success,true
rtrvr_2025,80,Success,true
rtrvr_2025,93,Success,true
rtrvr_2025,102,Success,true
rtrvr_2025,104,Success,true
rtrvr_2025,113,Failure,true
rtrvr_2025,125,Success,true
rtrvr_2025,129,Failure,true
rtrvr_2025,139,Success,true
rtrvr_2025,140,Success,true
rtrvr_2025,149,Success,true
rtrvr_2025,151,Failure,true
rtrvr_2025,159,Failure,true
rtrvr_2025,162,Success,true
rtrvr_2025,172,Success,true
rtrvr_2025,180,Failure,true
rtrvr_2025,183,Success,true
rtrvr_2025,198,Success,true
rtrvr_2025,206,Success,true
rtrvr_2025,209,Success,true
rtrvr_2025,213,Success,true
rtrvr_2025,220,Success,true
rtrvr_2025,221,Success,true
rtrvr_2025,222,Success,true
rtrvr_2025,228,Failure,true
rtrvr_2025,231,Success,true
rtrvr_2025,236,Success,true
rtrvr_2025,247,Success,true
rtrvr_2025,249,Success,true
rtrvr_2025,256,Failure,true
rtrvr_2025,261,Success,true
rtrvr_2025,264,Success,true
rtrvr_2025,266,Success,true
rtrvr_2025,267,Success,true
rtrvr_2025,269,Failure,true
rtrvr_2025,292,Success,true
rtrvr_2025,299,Omit,true
rtrvr_2025,306,Success,true
rtrvr_2025,308,Omit,true
rtrvr_2025,323,Success,true
rtrvr_2025,328,Success,true
rtrvr_2025,331,Success,true
rtrvr_2025,332,Success,true
rtrvr_2025,334,Success,true
rtrvr_2025,364,Success,false
rtrvr_2025,368,Failure,true
rtrvr_2025,375,Success,true
rtrvr_2025,376,Success,true
rtrvr_2025,377,Success,true
rtrvr_2025,378,Success,true
rtrvr_2025,391,Failure,true
rtrvr_2025,397,Success,true
rtrvr_2025,403,Failure,true
rtrvr_2025,412,Success,true
rtrvr_2025,417,Success,true
rtrvr_2025,418,Success,true
rtrvr_2025,420,Success,true
rtrvr_2025,421,Success,true
rtrvr_2025,424,Success,true
rtrvr_2025,425,Success,true
rtrvr_2025,430,Success,true
rtrvr_2025,432,Success,true
rtrvr_2025,433,Success,true
rtrvr_2025,445,Failure,true
rtrvr_2025,446,Success,true
rtrvr_2025,449,Success,true
rtrvr_2025,453,Success,true
rtrvr_2025,460,Success,true
rtrvr_2025,481,Success,true
rtrvr_2025,488,Failure,true
rtrvr_2025,495,Success,true
rtrvr_2025,505,Success,true
rtrvr_2025,508,Success,true
rtrvr_2025,517,Success,true
rtrvr_2025,519,Success,true
rtrvr_2025,521,Success,true
rtrvr_2025,537,Success,true
rtrvr_2025,538,Success,true
rtrvr_2025,543,Success,true
rtrvr_2025,545,Success,true
rtrvr_2025,552,Success,true
rtrvr_2025,553,Success,true
rtrvr_2025,554,Success,true
rtrvr_2025,564,Success,true
rtrvr_2025,565,Failure,true
rtrvr_2025,567,Failure,true
rtrvr_2025,574,Success,true
rtrvr_2025,577,Success,true
rtrvr_2025,578,Success,true
rtrvr_2025,582,Success,true
rtrvr_2025,591,Success,true
rtrvr_2025,604,Success,true
rtrvr_2025,608,Failure,true
rtrvr_2025,609,Success,true
rtrvr_2025,612,Success,true
rtrvr_2025,615,Success,true
rtrvr_2025,622,Success,true
rtrvr_2025,652,Success,true
rtrvr_2025,660,Failure,true
rtrvr_2025,661,Failure,true
rtrvr_2025,672,Success,true
rtrvr_2025,680,Failure,true
rtrvr_2025,687,Failure,true
rtrvr_2025,688,Success,true
rtrvr_2025,689,Success,true
rtrvr_2025,695,Success,true
rtrvr_2025,703,Success,true
rtrvr_2025,710,Success,true
rtrvr_2025,715,Success,true
rtrvr_2025,746,Success,true
rtrvr_2025,751,Success,true
rtrvr_2025,756,Success,true
rtrvr_2025,758,Success,true
rtrvr_2025,765,Failure,true
rtrvr_2025,771,Success,true
rtrvr_2025,775,Success,true
rtrvr_2025,782,Success,true
rtrvr_2025,793,Success,true
rtrvr_2025,799,Success,true
rtrvr_2025,804,Success,true
rtrvr_2025,819,Success,true
rtrvr_2025,827,Success,true
rtrvr_2025,839,Success,true
rtrvr_2025,850,Success,true
rtrvr_2025,854,Failure,true
rtrvr_2025,856,Failure,true
rtrvr_2025,860,Success,true
rtrvr_2025,861,Success,true
rtrvr_2025,873,Success,true
rtrvr_2025,875,Success,true
rtrvr_2025,883,Success,true
rtrvr_2025,885,Success,true
rtrvr_2025,890,Success,true
rtrvr_2025,895,Success,true
rtrvr_2025,897,Success,true
rtrvr_2025,905,Success,true
rtrvr_2025,913,Success,true
rtrvr_2025,916,Success,true
rtrvr_2025,919,Omit,true
rtrvr_2025,927,Success,true
rtrvr_2025,943,Success,true
rtrvr_2025,945,Failure,true
rtrvr_2025,948,Omit,true
rtrvr_2025,953,Success,true
rtrvr_2025,958,Success,true
rtrvr_2025,960,Success,true
rtrvr_2025,977,Success,true
rtrvr_2025,980,Success,true
rtrvr_2025,981,Success,true
rtrvr_2025,992,Failure,true
rtrvr_2025,995,Success,true
rtrvr_2025,1015,Failure,true
rtrvr_2025,1017,Success,true
rtrvr_2025,1021,Success,true
rtrvr_2025,1033,Success,true
rtrvr_2025,1041,Failure,true
rtrvr_2025,1043,Failure,true
rtrvr_2025,1050,Failure,true
rtrvr_2025,1052,Success,true
rtrvr_2025,1053,Success,true
rtrvr_2025,1057,Failure,true
rtrvr_2025,1063,Failure,true
rtrvr_2025,1084,Success,true
rtrvr_2025,1087,Success,true
rtrvr_2025,1094,Success,true
rtrvr_2025,1096,Success,true
rtrvr_2025,1106,Failure,true
rtrvr_2025,1107,Success,true
rtrvr_2025,1109,Success,true
rtrvr_2025,1110,Success,true
rtrvr_2025,1126,Success,true
rtrvr_2025,1134,Success,true
rtrvr_2025,1144,Success,true
rtrvr_2025,1147,Failure,true
rtrvr_2025,1154,Success,true
rtrvr_2025,1166,Success,true
rtrvr_2025,1197,Success,true
rtrvr_2025,1198,Success,true
rtrvr_2025,1210,Success,true
rtrvr_2025,1212,Success,true
rtrvr_2025,1224,Failure,true
rtrvr_2025,1230,Success,true
rtrvr_2025,1231,Success,true
rtrvr_2025,1233,Failure,true
rtrvr_2025,1236,Success,true
rtrvr_2025,1240,Success,true
rtrvr_2025,1241,Success,true
rtrvr_2025,1245,Success,true
rtrvr_2025,1246,Success,true
rtrvr_2025,1254,Success,true
rtrvr_2025,1257,Success,true
rtrvr_2025,1259,Failure,true
rtrvr_2025,1270,Success,true
rtrvr_2025,1307,Success,true
rtrvr_2025,1321,Success,true
rtrvr_2025,1324,Success,true
rtrvr_2025,1356,Success,true
rtrvr_2025,1359,Success,true
rtrvr_2025,1360,Success,true
rtrvr_2025,1364,Success,true
rtrvr_2025,1365,Failure,true
rtrvr_2025,1369,Success,true
rtrvr_2025,1377,Success,true
rtrvr_2025,1392,Success,true
rtrvr_2025,1395,Success,true
rtrvr_2025,1400,Success,true
rtrvr_2025,1407,Failure,true
rtrvr_2025,1413,Success,true
rtrvr_2025,1416,Success,true
rtrvr_2025,1417,Success,true
rtrvr_2025,1428,Success,true
rtrvr_2025,1438,Success,true
rtrvr_2025,1448,Success,true
rtrvr_2025,1456,Failure,true
rtrvr_2025,1464,Success,true
rtrvr_2025,1466,Failure,true
rtrvr_2025,1468,Success,true
rtrvr_2025,1469,Success,true
rtrvr_2025,1470,Failure,true
rtrvr_2025,1472,Failure,true
rtrvr_2025,1478,Success,true
rtrvr_2025,1491,Success,true
rtrvr_2025,1503,Success,true
rtrvr_2025,1504,Failure,true
rtrvr_2025,1522,Success,true
rtrvr_2025,1520,Success,true
rtrvr_2025,1525,Success,true
rtrvr_2025,1528,Success,true
rtrvr_2025,1539,Failure,true
rtrvr_2025,1545,Success,true
rtrvr_2025,1546,Success,true
rtrvr_2025,1550,Success,true
rtrvr_2025,1551,Success,true
rtrvr_2025,1553,Failure,true
rtrvr_2025,1555,Failure,true
rtrvr_2025,1566,Success,true
rtrvr_2025,1573,Success,true
rtrvr_2025,1586,Failure,true
rtrvr_2025,1591,Success,true
rtrvr_2025,1601,Success,true
rtrvr_2025,1605,Success,true
rtrvr_2025,1609,Success,true
rtrvr_2025,1625,Success,true
rtrvr_2025,1635,Success,true
rtrvr_2025,1640,Success,true
rtrvr_2025,1642,Success,true
rtrvr_2025,1644,Failure,true
rtrvr_2025,1658,Success,true
rtrvr_2025,1661,Success,true
rtrvr_2025,1662,Success,true
rtrvr_2025,1669,Success,true
rtrvr_2025,1671,Success,true
rtrvr_2025,1676,Success,true
rtrvr_2025,1690,Success,true
rtrvr_2025,1692,Success,true
rtrvr_2025,1698,Success,true
rtrvr_2025,1704,Success,true
rtrvr_2025,1705,Success,true
rtrvr_2025,1713,Success,true
rtrvr_2025,1723,Success,true
rtrvr_2025,1729,Failure,true
rtrvr_2025,1732,Success,true
rtrvr_2025,1745,Success,true
rtrvr_2025,1750,Success,true
rtrvr_2025,1761,Failure,true
rtrvr_2025,1765,Success,true
rtrvr_2025,1768,Success,true
rtrvr_2025,1769,Success,true
rtrvr_2025,1774,Success,true
rtrvr_2025,1778,Success,true
rtrvr_2025,1780,Success,true
rtrvr_2025,1784,Success,true
rtrvr_2025,1785,Success,true
rtrvr_2025,1792,Success,true
rtrvr_2025,1798,Success,true
rtrvr_2025,1801,Success,true
rtrvr_2025,1813,Success,true
rtrvr_2025,1816,Success,true
rtrvr_2025,1819,Success,true
rtrvr_2025,1828,Success,true
rtrvr_2025,1829,Success,true
rtrvr_2025,1832,Success,true
rtrvr_2025,1836,Success,true
rtrvr_2025,1843,Success,true
rtrvr_2025,1848,Success,true
rtrvr_2025,1853,Failure,true
rtrvr_2025,1858,Success,true
rtrvr_2025,1860,Success,true
rtrvr_2025,1861,Success,true
rtrvr_2025,1868,Failure,true
rtrvr_2025,1873,Success,true
rtrvr_2025,1883,Omit,true
rtrvr_2025,1885,Omit,true
rtrvr_2025,1888,Success,true
rtrvr_2025,1890,Failure,true
rtrvr_2025,1892,Success,true
rtrvr_2025,1897,Failure,true
rtrvr_2025,1911,Success,true
rtrvr_2025,1914,Success,true
rtrvr_2025,1915,Success,true
rtrvr_2025,1917,Success,true
rtrvr_2025,1924,Success,true
rtrvr_2025,1930,Failure,true
rtrvr_2025,1931,Failure,true
rtrvr_2025,1938,Success,true
rtrvr_2025,1939,Success,true
rtrvr_2025,1942,Success,true
rtrvr_2025,1951,Failure,true
rtrvr_2025,1966,Success,true
rtrvr_2025,1968,Success,true
rtrvr_2025,1969,Success,true
rtrvr_2025,1974,Success,true
rtrvr_2025,2021,Success,true
